datetime,plant,As_tot_in,As_diss_in,As_tot_out,As_tot_out_cens,As_diss_out,As_diss_out_cens,pH,hardness,cond,TDS,turbidity,DOC,DOC_cens,TOC,TOC_cens,algae,Ca_tot,Ca_diss,Mg_tot,Mg_diss,Mn_tot,Mn_diss,Mn_diss_cens,K_tot,K_diss,Na_tot,Na_diss,F,Cl,SO4,sulphide,sulphide_cens,alkalinity,Al_tot,Sb_tot,B,Fe_tot,Fe_diss,Fe_diss_cens,Li_tot,Mo_tot,Mo_tot_cens,nitrate_N,nitrite_N,nitrite_N_cens,NH4_N,NH4_N_cens,DRP,DRP_cens,TP,coagulant,temperature,year,month,season,As_removed_abs,As_removal_pct,As_LRV,meets_MAV,qa_exclude_multivar,qa_exclude_reason
2012-06-26 00:00:00,HCC,0.0212,,0.00192,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,6,Winter,0.01928,90.94339622641509,1.0430346322252018,1.0,False,
2012-07-18 00:00:00,HCC,0.0196,,0.0007778174593052023,True,,False,7.4,26.8,16.4,132.0,,3.39,False,4.14,False,,6.67,6.43,2.63,2.6,2.63,0.00744,False,,3.68,,20.6,,19.8,10.63,0.001414213562373095,True,40.5,0.168,0.00085,0.258,0.294,0.068,False,0.092,0.00038,False,0.554,0.0046,False,0.0151,False,,False,,Aluminium Sulphate,,2012,7,Winter,0.018822182540694798,96.03154357497347,1.4013783840302416,1.0,False,
2012-08-10 00:00:00,HCC,0.0174,,0.0007778174593052023,True,,False,,,,,,,False,,False,2240.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,8,Winter,0.016622182540694797,95.52978471663677,1.3496715609563652,1.0,False,
2012-09-05 00:00:00,HCC,0.0196,,0.0007778174593052023,True,,False,,,,,,,False,,False,4827.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,9,Spring,0.018822182540694798,96.03154357497347,1.4013783840302416,1.0,False,
2012-10-15 00:00:00,HCC,0.0195,,0.0017,False,,False,7.4,27.0,14.6,116.0,,3.1,False,3.7,False,,,6.3,,2.7,0.034,0.0019,False,,3.2,,18.4,,16.0,8.3,0.005,False,40.0,0.076,0.00066,,0.22,0.03,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,10,Spring,0.0178,91.28205128205128,1.0595856899842442,1.0,False,
2012-11-27 00:00:00,HCC,0.0239,,0.00152,False,,False,,,,,,,False,,False,6285.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,11,Spring,0.02238,93.64016736401673,1.1965543130033651,1.0,False,
2012-12-01 00:00:00,HCC,0.023,,0.0022,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,12,Summer,0.0208,90.43478260869566,1.0193051551953867,1.0,False,
2012-12-18 00:00:00,HCC,0.0218,,0.00152,False,,False,,,,,,,False,,False,3907.0,,,,,,,False,,,,,,,,,False,37.9,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2012,12,Summer,0.02028,93.02752293577981,1.1566129056598322,1.0,False,
2013-01-14 12:00:00,HCC,0.0232,,0.00242,False,,False,7.2,25.0,15.6,121.0,,2.52,False,3.0,False,2776.0,6.26,5.95,2.7,2.47,0.0275,0.00086,False,3.43,2.63,21.1,17.1,,17.0,9.03,0.001414213562373095,True,39.8,0.0318,0.00058,0.243,0.147,0.039,False,0.088,0.00046,False,0.206,0.0074,False,0.0306,False,,False,,Aluminium Sulphate,,2013,1,Summer,0.02078,89.56896551724138,0.9816726189104684,1.0,False,
2013-02-19 00:00:00,HCC,0.027,,0.0025,False,,False,,,,,,,False,,False,3295.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,2,Summer,0.0245,90.74074074074075,1.0334237554869496,1.0,False,
2013-03-19 12:00:00,HCC,0.0272,,0.00351,False,,False,,,,,,,False,,False,1439.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,3,Autumn,0.02369,87.09558823529412,0.8892617875683746,1.0,False,
2013-04-23 12:00:00,HCC,0.023,,0.00253,False,,False,7.5,,,,,,False,2.83,False,,6.58,,,,0.0361,0.00156,False,,,,,,,,,False,42.2,0.086,0.0008,,0.23,0.051,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,4,Autumn,0.02047,88.99999999999999,0.9586073148417749,1.0,False,
2013-05-14 12:00:00,HCC,0.0229,,0.00135,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,40.2,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,5,Autumn,0.02155,94.10480349344978,1.2295017138448818,1.0,False,
2013-06-18 00:00:00,HCC,0.023,,0.014849242404917497,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,6,Winter,0.008150757595082502,35.438076500358704,0.19002353911566422,0.0,False,
2013-07-16 00:00:00,HCC,0.0171,,0.0007778174593052023,True,,False,7.4,27.7,15.0,124.0,,2.88,False,2.57,False,,,6.71,,2.66,0.0184,0.00685,False,,3.34,,19.5,,16.8,9.41,0.001414213562373095,True,36.7,0.0506,0.00071,0.244,0.178,0.045,False,0.087,0.00043,False,0.442,0.001414213562373095,True,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2013,7,Winter,0.0163221825406948,95.45135988710408,1.3421184230659193,1.0,False,
2013-08-06 00:00:00,HCC,0.0198,,0.0007778174593052023,True,,False,,,,,,,False,,False,2313.0,,,,,,,False,,,,,,,,,False,37.1,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,8,Winter,0.0190221825406948,96.07162899340808,1.4057875029352966,1.0,False,
2013-09-03 12:00:00,HCC,0.0229,,0.0013,False,,False,,,,,,,False,,False,4830.0,,,,,,,False,,,,,,,,,False,45.3,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,9,Spring,0.0216,94.3231441048035,1.2458921300330512,1.0,False,
2013-10-09 00:00:00,HCC,0.0216,,0.0007778174593052023,True,,False,7.4,,,,,,False,3.44,False,,6.25,,,,0.0359,0.00179,False,,3.35,,,,,,,False,36.2,0.067,0.00081,,0.211,0.059,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,10,Spring,0.0208221825406948,96.39899324395739,1.4435760638246966,1.0,False,
2013-11-12 12:00:00,HCC,0.0258,,0.00187,False,,False,,,,,,,False,,False,2321.0,,,,,,,False,,,,,,,,,False,36.2,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,11,Spring,0.02393,92.75193798449611,1.1397780994267313,1.0,False,
2013-12-10 12:00:00,HCC,0.0249,,0.0019,False,,False,,,,,,,False,,False,1320.0,,,,,,,False,,,,,,,,,False,36.7,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2013,12,Summer,0.023,92.36947791164658,1.1174457461429073,1.0,False,
2014-01-21 00:00:00,HCC,0.0269,,0.0022,False,,False,6.9,26.7,15.6,119.0,,4.46,False,5.66,False,6126.0,6.57,6.4,,2.61,0.0303,0.00035355339059327376,True,,3.14,,19.3,,16.7,9.1,0.001414213562373095,True,41.8,0.0277,0.00057,0.265,0.149,0.022,False,0.0814,0.00044,False,0.087,0.0038,False,0.0333,False,,False,,Aluminium Sulphate,,2014,1,Summer,0.0247,91.82156133828995,1.0873295991802017,1.0,False,
2014-02-11 00:00:00,HCC,0.03,,0.0034,False,,False,,,,,,,False,,False,1542.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,2,Summer,0.0266,88.66666666666666,0.9456423376774074,1.0,False,
2014-03-04 00:00:00,HCC,0.026,,0.0028,False,,False,,,,,,,False,,False,4020.0,,,,,,,False,,,,,,,,,False,38.4,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,3,Autumn,0.0232,89.23076923076923,0.9678153166285987,1.0,False,
2014-04-29 12:00:00,HCC,0.025,,0.0018,False,,False,7.6,,,,,,False,1.7,False,,6.9,,,,0.027,0.0021,False,,3.6,,,0.2,,,,False,42.0,0.057,0.0007,,0.182,0.04,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,4,Autumn,0.023200000000000002,92.80000000000001,1.1426675035687315,1.0,False,
2014-05-13 12:00:00,HCC,0.0014,,0.0017,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,37.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,5,Autumn,-0.0002999999999999999,-21.428571428571423,-0.08432088570003586,1.0,False,
2014-06-05 12:00:00,HCC,0.022,,0.0007778174593052023,True,,False,,,,,,,False,,False,1595.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,6,Winter,0.021222182540694797,96.46446609406728,1.4515449934959717,1.0,False,
2014-07-08 00:00:00,HCC,0.0166,,0.0007778174593052023,True,,False,7.5,26.0,15.1,118.0,,1.7,False,2.3,False,,6.5,6.1,,2.6,,0.0058,False,,3.3,,18.3,,16.3,9.0,0.001414213562373095,True,36.0,0.082,0.00068,0.22,0.2,0.06,False,0.079,0.00034,False,0.56,0.003,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2014,7,Winter,0.0158221825406948,95.31435265478794,1.3292304007138207,1.0,False,
2014-08-12 12:00:00,HCC,0.0193,,0.0012,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,8,Winter,0.0181,93.78238341968911,1.206376062960149,1.0,False,
2014-09-08 12:00:00,HCC,0.0159,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,9,Spring,0.0151221825406948,95.10806629367798,1.310519436994217,1.0,False,
2014-10-16 00:00:00,HCC,0.023,,0.0028,False,,False,8.2,,,,,,False,3.6,False,,6.7,,,,0.043,0.0017,False,,3.5,,,0.19,,,,False,40.0,0.051,0.00071,,0.22,0.06,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,10,Spring,0.0202,87.82608695652173,0.9145698046753736,1.0,False,
2014-11-11 00:00:00,HCC,0.024,,0.0028,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,38.7,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,11,Spring,0.0212,88.33333333333334,0.9330532103693868,1.0,False,
2014-12-08 00:00:00,HCC,0.028,,0.0099,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,40.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2014,12,Summer,0.018099999999999998,64.64285714285714,0.4515228367446693,1.0,False,
2015-01-06 00:00:00,HCC,0.023,,0.0047,False,,False,7.6,27.0,15.5,121.0,,1.3,False,2.4,False,1201.0,6.8,6.3,2.7,2.7,0.021,0.0012,False,3.0,2.7,18.4,18.3,,15.6,8.5,0.001414213562373095,True,41.0,0.029,0.00052,0.26,0.158,0.05,False,0.085,0.00037,False,0.088,0.002,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2015,1,Summer,0.0183,79.56521739130436,0.6896299780818754,1.0,False,
2015-02-03 00:00:00,HCC,0.028,,0.0032,False,,False,,,,,,,False,,False,704.0,,,,,,,False,,,,,,,,,False,42.0,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,2,Summer,0.0248,88.57142857142857,0.9420080530223133,1.0,False,
2015-03-24 00:00:00,HCC,0.028,,0.0033,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,3,Autumn,0.0247,88.21428571428571,0.9286440914643317,1.0,False,
2015-04-09 00:00:00,HCC,0.026,,0.0035,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,4,Autumn,0.0225,86.53846153846155,0.8709053036205423,1.0,False,
2015-04-10 00:00:00,HCC,0.025,,0.0033,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,4,Autumn,0.0217,86.8,0.8794260687941502,1.0,False,
2015-04-14 00:00:00,HCC,0.027,,0.0028,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,41.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,4,Autumn,0.0242,89.62962962962963,0.984205732816768,1.0,False,
2015-04-16 00:00:00,HCC,0.025,,0.0028,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,4,Autumn,0.0222,88.8,0.9507819773298184,1.0,False,
2015-04-28 00:00:00,HCC,0.023,,0.002,False,,False,7.8,,,,,,False,2.1,False,,6.8,,,,0.029,0.0043,False,,3.7,,,0.17,,,,False,39.6,0.069,0.00063,,0.2,0.04,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,4,Autumn,0.020999999999999998,91.30434782608694,1.0606978403536116,1.0,False,
2015-05-05 09:13:00,HCC,0.021,,0.0018,False,,False,,,,,,,False,,False,20369.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,5,Autumn,0.019200000000000002,91.42857142857143,1.0669467896306133,1.0,False,
2015-06-02 11:58:00,HCC,0.02,,0.0013,False,,False,,,,,,,False,,False,1530.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,6,Winter,0.0187,93.5,1.1870866433571445,1.0,False,
2015-07-07 09:39:00,HCC,0.0187,,0.0007778174593052023,True,,False,7.1,28.0,15.3,120.0,,1.2,False,1.6,False,1627.0,6.7,6.4,2.6,2.8,0.0149,0.0051,False,3.2,3.4,19.3,18.3,0.18,16.6,9.0,0.001414213562373095,True,39.0,0.039,0.00055,0.27,0.187,0.07,False,0.088,0.00043,False,0.38,0.002,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2015,7,Winter,0.0179221825406948,95.8405483459615,1.3809639192102645,1.0,False,
2015-08-04 10:08:00,HCC,0.0149,,0.0007778174593052023,True,,False,,,,,,,False,,False,1196.0,,,,,,,False,,,,,,,,,False,35.0,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,8,Winter,0.014122182540694798,94.77974859526711,1.2823085810860395,1.0,False,
2015-09-01 10:21:00,HCC,0.0149,,0.0007778174593052023,True,,False,,,,,,,False,,False,3258.0,,,,,,,False,,,,,,,,,False,37.1,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,9,Spring,0.014122182540694798,94.77974859526711,1.2823085810860395,1.0,False,
2015-10-06 08:22:00,HCC,0.0162,,0.0011,False,,False,7.7,,,,,,False,2.1,False,3360.0,6.7,,,,0.0191,0.0017,False,,3.3,,,0.16,,,,False,38.0,0.068,0.00044,,0.182,0.06,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,10,Spring,0.015099999999999999,93.20987654320987,1.1681223293844059,1.0,False,
2015-11-05 08:44:00,HCC,0.021,,0.0025,False,,False,,,,,,,False,,False,1011.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,11,Spring,0.018500000000000003,88.0952380952381,0.9242792860618817,1.0,False,
2015-12-01 11:42:00,HCC,0.023,,0.0022,False,,False,,,,,,,False,,False,3565.0,,,,,,,False,,,,,,,,,False,39.0,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2015,12,Summer,0.0208,90.43478260869566,1.0193051551953867,1.0,False,
2016-01-12 00:00:00,HCC,0.022,,0.0028,False,,False,7.8,27.0,15.9,126.0,,1.3,False,2.4,False,3048.0,6.3,6.4,2.8,2.8,0.023,0.0006,False,3.2,3.2,22.0,22.0,,17.0,8.0,0.001414213562373095,True,42.0,0.031,0.00058,0.25,0.134,0.04,False,0.091,0.0004,False,0.056,0.004,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2016,1,Summer,0.0192,87.27272727272728,0.895264649479987,1.0,False,
2016-02-10 14:51:00,HCC,0.026,,0.0037,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,2,Summer,0.0223,85.76923076923077,0.8467716239038229,1.0,False,
2016-02-29 13:43:00,HCC,0.027,,,False,,False,7.6,,,,,,False,,False,3006.0,,,,,,,False,,,,,,,,,False,42.0,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,2,Summer,,,,,False,
2016-03-03 13:43:00,HCC,0.03,,,False,,False,7.6,,,,,,False,,False,3099.0,,,,,,,False,,,,,,,,,False,42.0,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,3,Autumn,,,,,False,
2016-03-08 15:17:00,HCC,0.024,,0.0033,False,,False,,,,,,,False,,False,1688.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,3,Autumn,0.0207,86.24999999999999,0.8616973018337185,1.0,False,
2016-04-11 00:00:00,HCC,0.022,,0.003,False,,False,7.5,,,,,,False,1.9,False,,6.4,,,,0.025,0.0011,False,,3.2,,,0.16,,,,False,40.0,0.029,0.00054,,0.134,0.05,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,4,Autumn,0.019,86.36363636363636,0.8653014261025438,1.0,False,
2016-05-10 08:36:00,HCC,0.023,,0.0028,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,39.6,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,5,Autumn,0.0202,87.82608695652173,0.9145698046753736,1.0,False,
2016-06-21 14:21:00,HCC,0.022,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,6,Winter,0.021222182540694797,96.46446609406728,1.4515449934959717,1.0,False,
2016-07-12 07:49:00,HCC,0.0179,,0.0007778174593052023,True,,False,7.3,,15.0,112.0,,1.4,False,2.4,False,,6.1,6.3,2.5,2.5,0.0185,0.0048,False,3.4,3.3,17.9,17.3,0.18,16.5,8.5,0.001414213562373095,True,36.0,0.09,0.00063,0.23,0.21,0.07,False,0.08,0.00037,False,0.51,0.003,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2016,7,Winter,0.017122182540694798,95.65465106533406,1.3619753436536588,1.0,False,
2016-08-16 11:24:00,HCC,0.0163,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,33.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,8,Winter,0.015522182540694797,95.22811374659386,1.3213099170777234,1.0,False,
2016-09-13 10:57:00,HCC,0.0195,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,35.4,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,9,Spring,0.0187221825406948,96.01119251638359,1.3991569240362836,1.0,False,
2016-10-18 00:00:00,HCC,0.018,,0.0007778174593052023,True,,False,7.6,,,,,,False,2.1,False,,6.4,,,,0.027,0.0045,False,,2.8,,,0.16,,,,False,36.0,0.068,0.00047,,0.21,0.06,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,10,Spring,0.017222182540694797,95.67879189274888,1.3643948177770715,1.0,False,
2016-11-22 11:34:00,HCC,0.023,,0.0013,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,35.2,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,11,Spring,0.0217,94.34782608695652,1.2477844837107561,1.0,False,
2016-12-20 13:06:00,HCC,0.021,,0.0015,False,,False,,,,,2.54,,False,,False,,,,,,,,False,,,,,,,,,False,37.9,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2016,12,Summer,0.0195,92.85714285714285,1.146128035678238,1.0,False,
2017-01-10 00:00:00,HCC,0.024,,0.0019,False,,False,7.5,26.0,16.2,119.0,,2.6,False,1.7,False,,6.4,6.2,2.7,2.6,0.025,0.0019,False,3.2,2.7,19.0,18.4,0.17,17.5,8.0,0.001414213562373095,True,40.0,0.029,0.0006,0.24,0.13,,False,0.083,0.0004,False,0.22,0.002,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2017,1,Summer,0.0221,92.08333333333333,1.101457640758777,1.0,False,
2017-02-07 13:47:00,HCC,0.024,,0.0019,False,,False,,,,,,,False,,False,1621.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,2,Summer,0.0221,92.08333333333333,1.101457640758777,1.0,False,
2017-03-21 15:11:00,HCC,0.021,,0.0014,False,,False,,,,,,,False,,False,2367.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,3,Autumn,0.019600000000000003,93.33333333333334,1.1760912590556813,1.0,False,
2017-04-11 00:00:00,HCC,0.0166,,0.0007778174593052023,True,,False,7.5,,,,,,False,2.8,False,,6.0,,,,0.029,0.0047,False,,3.2,,,0.16,,,,False,34.0,0.132,0.00056,,0.24,0.08,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,4,Autumn,0.0158221825406948,95.31435265478794,1.3292304007138207,1.0,False,
2017-05-16 11:40:00,HCC,0.0166,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,36.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,5,Autumn,0.0158221825406948,95.31435265478794,1.3292304007138207,1.0,False,
2017-06-20 10:52:00,HCC,0.0141,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,6,Winter,0.013322182540694798,94.48356411840282,1.2583414253291454,1.0,False,
2017-07-11 10:15:00,HCC,0.0143,,0.0007778174593052023,True,,False,7.4,,14.6,121.0,,1.6,False,2.5,False,,6.7,6.6,2.8,2.7,0.025,0.0094,False,3.3,3.2,16.2,17.1,0.15,13.0,9.3,0.004,False,36.0,0.153,0.00046,0.2,0.32,0.09,False,0.061,0.00027,False,0.6,0.004,False,0.0070710678118654745,True,,False,,Aluminium Sulphate,,2017,7,Winter,0.013522182540694799,94.56071706779579,1.2644583501388273,1.0,False,
2017-08-22 15:02:00,HCC,0.0144,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,32.2,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,8,Winter,0.013622182540694798,94.5984898659361,1.2674848047690153,1.0,False,
2017-09-19 11:36:00,HCC,0.0156,,0.0007778174593052023,True,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,34.2,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,9,Spring,0.014822182540694798,95.01399064547947,1.302246911028227,1.0,False,
2017-10-10 14:12:00,HCC,0.0173,,0.0007778174593052023,True,,False,7.5,,,,,,False,3.8,False,,6.9,,,,0.069,0.0006,False,,2.9,,,,,,,False,38.2,0.46,0.00045,,0.92,0.1,False,,,False,,,False,,False,,False,,Aluminium Sulphate,14.2,2017,10,Spring,0.016522182540694798,95.50394532193526,1.347168415802561,1.0,False,
2017-11-21 12:07:00,HCC,0.022,,0.0014,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,17.1,2017,11,Spring,0.0206,93.63636363636364,1.1962946451439682,1.0,False,
2017-12-19 13:32:00,HCC,0.022,,0.0024,False,,False,,,,,,,False,,False,2143.0,,,,,,,False,,,,,,,,,False,42.5,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,,2017,12,Summer,0.0196,89.0909090909091,0.9622114391106001,1.0,False,
2018-01-23 08:41:00,HCC,0.028,,0.0022,False,,False,7.5,26.0,15.4,117.0,,1.3,False,1.3,False,2291.0,6.3,6.1,2.6,2.6,0.041,0.0007,False,3.3,3.3,19.3,18.4,0.17,15.8,8.0,0.001414213562373095,True,42.4,0.043,0.00056,0.23,0.182,0.05,False,0.083,0.00036,False,0.3,0.014142135623730949,True,0.0070710678118654745,True,,False,,Aluminium Sulphate,21.0,2018,1,Summer,0.0258,92.14285714285714,1.104735350520013,1.0,False,
2018-02-13 15:57:00,HCC,0.028,,0.0017,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,22.7,2018,2,Summer,0.0263,93.92857142857142,1.2167091099639453,1.0,False,
2018-03-13 09:42:00,HCC,0.025,,0.0022,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,20.9,2018,3,Autumn,0.0228,91.2,1.0555173278498313,1.0,False,
2018-04-17 12:27:00,HCC,0.022,,0.002,False,,False,7.6,,,,,,False,0.9,False,312.0,6.9,,,,0.026,0.0053,False,,3.2,,,0.19,,,,False,40.9,0.065,0.00064,,0.21,0.05,False,,,False,,,False,,False,,False,,Aluminium Sulphate,19.5,2018,4,Autumn,0.019999999999999997,90.9090909090909,1.0413926851582251,1.0,False,
2018-05-15 15:25:00,HCC,0.0169,,0.0014,False,,False,,,,,,,False,,False,,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,17.0,2018,5,Autumn,0.015499999999999998,91.71597633136095,1.0817586689354355,1.0,False,
2018-06-12 12:24:00,HCC,0.0158,,0.0007778174593052023,True,,False,,,,,,,False,,False,767.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,15.0,2018,6,Winter,0.0150221825406948,95.07710468794176,1.3077793996281881,1.0,False,
2018-07-17 11:36:00,HCC,0.013,,0.0007778174593052023,True,,False,7.3,26.0,13.8,106.0,,0.8,False,1.6,False,,6.6,6.4,2.7,2.5,0.021,0.0089,False,3.0,3.0,14.2,14.2,,12.5,2.8,0.001414213562373095,True,35.5,0.16,0.00042,0.186,0.29,0.09,False,0.055,0.00024,False,0.56,0.014142135623730949,True,0.014,False,,False,,Aluminium Sulphate,14.1,2018,7,Winter,0.012222182540694798,94.01678877457536,1.2230656649806022,1.0,False,
2018-08-07 15:46:00,HCC,0.0162,,0.0007778174593052023,True,,False,,,,,,,False,,False,1670.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,12.0,2018,8,Winter,0.015422182540694798,95.19865765860986,1.3186373272163965,1.0,False,
2018-09-04 08:13:00,HCC,0.0159,,0.0007778174593052023,True,,False,,,,,,,False,,False,3051.0,,,,,,,False,,,,,,,,,False,,,,,,,False,,,False,,,False,,False,,False,,Aluminium Sulphate,11.1,2018,9,Spring,0.0151221825406948,95.10806629367798,1.310519436994217,1.0,False,
